date,CPI,Salary,M1A(期底）金額,M1A年增率,M1B(期底),M1B(年增率),M2(期底),M2(年增率),準備貨幣（通貨淨額）,準備貨幣期底（年增率）,重貼現率,基準放款利率,連鎖實質值_GDP合計_金額(新台幣百萬元),連鎖實質值_GDP合計_對上季增率折成年率(saar%),連鎖實質值_GDP合計_對上季增率(saqr%),連鎖實質值_國內需求_金額(新台幣百萬元),連鎖實質值_國內需求_對上季增率折成年率(saar%),連鎖實質值_國內需求_對上季增率(saqr%),連鎖實質值_民間消費_金額(新台幣百萬元),連鎖實質值_民間消費_對上季增率折成年率(saar%),連鎖實質值_民間消費_對上季增率(saqr%),連鎖實質值_政府消費_金額(新台幣百萬元),連鎖實質值_政府消費_對上季增率折成年率(saar%),連鎖實質值_政府消費_對上季增率(saqr%),連鎖實質值_資本形成_金額(新台幣百萬元),連鎖實質值_資本形成_對上季增率折成年率(saar%),連鎖實質值_資本形成_對上季增率(saqr%),連鎖實質值_國外淨需求_金額(新台幣百萬元),連鎖實質值_商品與服務輸出_金額(新台幣百萬元),連鎖實質值_商品與服務輸出_對上季增率折成年率(saar%),連鎖實質值_商品與服務輸出_對上季增率(saqr%),連鎖實質值_商品與服務輸入_金額(新台幣百萬元),連鎖實質值_商品與服務輸入_對上季增率折成年率(saar%),連鎖實質值_商品與服務輸入_對上季增率(saqr%),道瓊工業指數(DJI),那斯達克指數(IXIC),標準普爾指數(GSPC),上證指數(SSEC),深圳成指(SZSC1),日經指數(N225), 摩台指 ,美元指數(DXM8), 費城半導體(SOX) , 黃金價格(Gold) ,WTI原油(WTIoil),十年期美債利率(TNXbond),台幣兌美元匯率(USD_TWD),台股成交量,外銷訂單指數(Index 2011=100),工業及服務業受僱員工淨進入率(%),核發建照面積(千平方公尺),半導體設備進口值(新台幣百萬元),工業生產指數(Index 2016=100),電力(企業)總用電量(十億度),製造業銷售量指數(Index 2016=100),批發、零售及餐飲業營業額(十億元),非農業部門就業人數(千人),海關出口值(十億元),機械及電機設備進口值(十億元),失業率(單位：％),台股加權指數
2011/2/1,95.58,45723,43102,8.68,115560,9.03,313371,5.9,11039,7.23,1.625,2.718,1199356,8.4,2.04,1131356,2.97,0.74,648136,4.06,1,180366,8.8,2.13,302972,-2.51,-0.63,67049,880782,9.92,2.39,813732,2.3,0.57,12190.00053,2783.535789,1321.117894,2872.010666,,10622.26684,35.786315,77.8545,459.717894,1373.805263,89.743157,3.564736,29.3,1630000000000.00 ,77.86,0.12,"2,894.00","38,802.00",92.85,10.34,104.75,"1,202.17","10,077.00",752.32,239.4,4.64,8743
2011/3/1,95.42,40747,42994,10.38,114837,9.09,313497,5.97,10685,9.85,1.625,2.718,1199356,8.4,2.04,1131356,2.97,0.74,648136,4.06,1,180366,8.8,2.13,302972,-2.51,-0.63,67049,880782,9.92,2.39,813732,2.3,0.57,12081.47652,2722.28913,1304.486521,2941.886521,,9852.446363,35.42913,76.445217,435.528695,1422.617391,102.981304,3.405217,29.49826,2470000000000.00 ,64.21,-0.1,"1,384.00","37,190.00",79.02,9.03,85.15,"1,029.19","10,059.00",627.97,196.64,4.69,8575
2011/4/1,95.61,40632,42375,7.86,114530,7.66,315495,6.3,10621,6.82,1.75,2.73,1196787,-0.85,-0.21,1124686,-2.34,-0.59,648620,0.3,0.07,178773,-3.49,-0.88,297377,-7.18,-1.85,71497,875873,-2.21,-0.56,804376,-4.52,-1.15,12434.8765,2797.072,1331.505,2995.941052,,9644.625,35.7265,74.903333,437.8075,1481.865,110.0385,3.434,28.999523,1960000000000.00 ,85.26,0.47,"2,547.00","44,904.00",96.6,12.08,109.84,"1,184.27","10,090.00",816.48,253.53,4.48,8861
2011/5/1,95.64,41948,42003,6.18,113747,8.02,313569,5.77,10511,5.31,1.75,2.766,1196787,-0.85,-0.21,1124686,-2.34,-0.59,648620,0.3,0.07,178773,-3.49,-0.88,297377,-7.18,-1.85,71497,875873,-2.21,-0.56,804376,-4.52,-1.15,12579.99286,2815.075714,1338.310476,2827.068571,,9650.783684,36.801428,75.092272,436.238095,1511.014285,101.356666,3.158571,28.74,1990000000000.00 ,80.79,0.17,"2,542.00","32,359.00",92.32,10.77,103.02,"1,160.93","10,106.00",808.19,218.36,4.29,8911
2011/6/1,95.77,41583,43574,7.46,114308,7.38,315301,5.94,10547,3.93,1.75,2.784,1196787,-0.85,-0.21,1124686,-2.34,-0.59,648620,0.3,0.07,178773,-3.49,-0.88,297377,-7.18,-1.85,71497,875873,-2.21,-0.56,804376,-4.52,-1.15,12097.30955,2687.762727,1287.288636,2708.680952,,9541.532272,37.305,74.963181,404.425,1527.995454,96.288636,2.991818,28.809545,1900000000000.00 ,81.29,0.35,"2,111.00","52,145.00",94.85,11.96,102.36,"1,163.06","10,132.00",811.39,257.08,4.27,8749
2011/7/1,95.79,42471,43436,7.68,115781,7.36,318343,6.29,10616,7.14,1.875,2.807,1196666,-0.04,-0.01,1111486,-4.61,-1.17,654309,3.55,0.88,181604,6.49,1.58,275527,-26.31,-7.35,86163,856949,-8.37,-2.16,770786,-15.69,-4.18,12512.3255,2810.5755,1325.1845,2773.559047,,9996.6785,37.4515,75.012857,400.8085,1577.125,97.3405,2.9785,28.832857,2250000000000.00 ,81.26,0.38,"2,619.00","35,431.00",92.82,12.41,101.97,"1,202.80","10,156.00",735.74,232.69,4.35,8681
2011/8/1,95.71,42194,44400,7.33,116767,6.8,317948,5.76,10607,8.39,1.875,2.855,1196666,-0.04,-0.01,1111486,-4.61,-1.17,654309,3.55,0.88,181604,6.49,1.58,275527,-26.31,-7.35,86163,856949,-8.37,-2.16,770786,-15.69,-4.18,11326.61783,2504.623043,1185.305652,2592.500869,,9072.942608,33.523043,74.350869,351.492608,1758.491304,86.340869,2.287391,28.970434,2780000000000.00 ,81.76,0.85,"2,038.00","26,842.00",93.73,11.77,103.47,"1,218.56","10,210.00",823.43,229.02,4.41,7763
2011/9/1,95.8,43105,44008,9.52,115987,5.52,318935,5.73,10648,7.28,1.875,2.855,1196666,-0.04,-0.01,1111486,-4.61,-1.17,654309,3.55,0.88,181604,6.49,1.58,275527,-26.31,-7.35,86163,856949,-8.37,-2.16,770786,-15.69,-4.18,11175.45381,2524.13619,1173.879047,2460.164761,,8695.424,31.742857,77.212272,359.425238,1762.185714,85.61,1.965714,29.715909,1970000000000.00 ,79.79,0.16,"2,392.00","21,706.00",91.74,13.37,101.13,"1,182.71","10,241.00",756.99,218.11,4.45,7385
2011/10/1,95.97,40445,43608,7.24,115655,4.66,320441,5.28,10723,5.63,1.875,2.882,1177923,-6.12,-1.57,1082283,-10.1,-2.63,648593,-3.45,-0.87,181787,0.4,0.1,251745,-30.31,-8.63,96211,859628,1.26,0.31,763417,-3.77,-0.96,11515.93095,2594.781904,1207.21619,2401.141875,,8733.563,31.735714,77.455714,369.698571,1669.914285,86.428095,2.129047,30.28,1690000000000.00 ,80.83,-0.02,"2,359.00","21,243.00",86.38,11.99,98.54,"1,198.18","10,210.00",732.4,208.25,4.28,7345
2011/11/1,96.19,39700,44352,6.96,115913,3.89,321200,5.18,10756,6.34,1.875,2.882,1177923,-6.12,-1.57,1082283,-10.1,-2.63,648593,-3.45,-0.87,181787,0.4,0.1,251745,-30.31,-8.63,96211,859628,1.26,0.31,763417,-3.77,-0.96,11804.33,2606.289047,1226.414761,2456.552272,,8506.105,33.095238,78.137272,374.715714,1742.590476,97.162857,2.006666,30.240454,1770000000000.00 ,82.32,0.15,"2,092.00","22,867.00",89.11,11.46,96.62,"1,213.44","10,223.00",836.26,224.91,4.3,7275
2011/12/1,96.37,45446,45292,5.73,118302,3.26,324519,4.84,11073,7.49,1.875,2.882,1177923,-6.12,-1.57,1082283,-10.1,-2.63,648593,-3.45,-0.87,181787,0.4,0.1,251745,-30.31,-8.63,96211,859628,1.26,0.31,763417,-3.77,-0.96,12075.68286,2601.67,1243.322857,2248.844545,,8505.991904,32.985238,79.807727,364.870952,1641.966666,98.575714,1.969047,30.263636,1320000000000.00 ,81.81,0.17,"2,396.00","25,450.00",85.45,11.99,96.55,"1,143.02","10,243.00",753.63,214.87,4.28,6969
2012/1/1,96.29,83392,45113,2.51,120155,2.78,329702,5.13,13231,4.05,1.875,2.887,1207800,10.54,2.54,1113892,12.2,2.92,660536,7.57,1.84,183913,4.76,1.17,269442,31.23,7.03,93908,854557,-2.34,-0.59,760649,-1.44,-0.36,12550.9865,2743.795,1300.578,2250.153333,,8616.708947,32.704,80.557272,396.097,1660.195,100.3185,1.944,30.010909,1180000000000.00 ,81.76,0.15,"3,378.00","30,241.00",85.19,11.01,97.77,"1,170.12","10,256.00",739.39,205.49,4.18,7177
2012/2/1,96.48,41932,45088,4.61,119354,3.28,328865,4.94,11850,3.81,1.875,2.887,1207800,10.54,2.54,1113892,12.2,2.92,660536,7.57,1.84,183913,4.76,1.17,269442,31.23,7.03,93908,854557,-2.34,-0.59,760649,-1.44,-0.36,12889.0495,2928.9805,1352.4875,2365.988095,,9242.327142,34.5485,79.028571,425.235,1743.835,102.2625,1.9595,29.537142,2550000000000.00 ,70.23,-0.11,"2,311.00","24,948.00",78.08,10.68,86.44,"1,111.41","10,261.00",645.15,197.6,4.18,7856
2012/3/1,96.57,41161,44298,3.03,118972,3.6,329575,5.13,11600,3.6,1.875,2.887,1207800,10.54,2.54,1113892,12.2,2.92,660536,7.57,1.84,183913,4.76,1.17,269442,31.23,7.03,93908,854557,-2.34,-0.59,760649,-1.44,-0.36,13079.465,3035.915909,1389.24,2383.877727,,9962.347142,36.735909,79.652272,428.85,1675.65909,106.205,2.161818,29.525454,2120000000000.00 ,75.14,-0.02,"1,668.00","24,713.00",84.12,9.02,94.51,"1,087.98","10,246.00",706.64,191.48,4.25,8020
2012/4/1,97,41262,44258,4.44,118396,3.38,329306,4.38,11512,5.65,1.875,2.887,1205907,-0.63,-0.16,1122839,3.25,0.8,660298,-0.14,-0.04,185808,4.19,1.03,276732,11.27,2.71,83067,856081,0.72,0.18,773013,6.66,1.63,13030.754,3035.1015,1386.429,2356.645294,,9627.42,36.258,79.575714,416.327,1650.585,103.346,2.028,29.464285,1410000000000.00 ,84.62,0.15,"2,800.00","30,932.00",94.57,12.34,106.45,"1,156.99","10,260.00",790.86,214.4,4.17,7621
2012/5/1,97.04,41706,44661,6.33,118093,3.82,328132,4.64,11415,5.21,1.875,2.887,1205907,-0.63,-0.16,1122839,3.25,0.8,660298,-0.14,-0.04,185808,4.19,1.03,276732,11.27,2.71,83067,856081,0.72,0.18,773013,6.66,1.63,12721.08455,2900.40909,1341.272727,2388.536818,,8842.540952,34.06409,81.11,385.263636,1588.281818,94.715909,1.790909,29.490434,1420000000000.00 ,79.55,0.01,"2,081.00","33,398.00",91.46,11.26,100.9,"1,132.76","10,273.00",765.65,213.02,4.1,7357
2012/6/1,97.03,42653,45157,3.63,118197,3.4,328533,4.2,11517,7.65,1.875,2.887,1205907,-0.63,-0.16,1122839,3.25,0.8,660298,-0.14,-0.04,185808,4.19,1.03,276732,11.27,2.71,83067,856081,0.72,0.18,773013,6.66,1.63,12544.90476,2850.353809,1323.484285,2282.52,,8638.079523,32.604761,82.339047,371.288571,1600.690476,82.405238,1.609047,29.919047,1220000000000.00 ,81.36,0.14,"2,616.00","37,874.00",94.52,12.97,103.96,"1,186.77","10,293.00",778.76,218.3,4.12,7143
2012/7/1,97.26,42177,45772,5.38,119221,2.97,329273,3.43,11486,5.57,1.875,2.927,1226313,6.94,1.69,1125469,0.94,0.23,664848,2.78,0.69,183132,-5.64,-1.44,277489,1.1,0.27,100844,887175,15.34,3.63,786331,7.07,1.72,12814.09429,2920.11238,1359.77619,2168.805454,,8760.678095,33.574285,83.141363,369.506666,1592.519047,87.931428,1.499523,29.976363,1330000000000.00 ,82.89,0.15,"2,615.00","45,036.00",89.29,11.62,98.67,"1,187.19","10,311.00",739.51,210.93,4.21,7187
2012/8/1,97.72,41515,45430,2.32,120441,3.15,331662,4.31,11495,4.58,1.875,2.923,1226313,6.94,1.69,1125469,0.94,0.23,664848,2.78,0.69,183132,-5.64,-1.44,277489,1.1,0.27,100844,887175,15.34,3.63,786331,7.07,1.72,13135.12304,3032.666521,1403.44826,2114.291739,,8949.876086,34.954782,82.202608,397.966956,1629.917391,94.160869,1.670434,29.95913,1550000000000.00 ,82.32,0.48,"1,962.00","37,756.00",93.73,12.61,103.08,"1,209.94","10,338.00",764.61,243.5,4.31,7410
2012/9/1,97.89,43557,45356,3.06,120608,3.98,330753,3.71,11631,5.82,1.875,2.915,1226313,6.94,1.69,1125469,0.94,0.23,664848,2.78,0.69,183132,-5.64,-1.44,277489,1.1,0.27,100844,887175,15.34,3.63,786331,7.07,1.72,13418.49842,3136.802631,1443.419473,2070.146,8400.31,8948.59,36.038421,79.8985,394.254736,1748.805263,94.558421,1.713157,29.512,1580000000000.00 ,82.32,0.1,"2,124.00","35,250.00",94.56,12.87,103.41,"1,186.36","10,357.00",754.08,206.44,4.4,7610
2012/10/1,98.08,40685,45543,4.44,120120,3.86,330837,3.24,11612,7.94,1.875,2.891,1229168,0.93,0.23,1115749,-3.41,-0.86,661286,-2.13,-0.54,185295,4.81,1.18,269168,-11.47,-3,113419,889563,1.08,0.27,776143,-5.08,-1.3,13380.64524,3060.261904,1437.816666,2100.092777,8628.016666,8827.386363,27.311428,79.81913,372.985714,1744.369565,89.570869,1.72238,29.257826,1310000000000.00 ,85.01,-0.01,"1,964.00","26,667.00",90.79,11.46,99.72,"1,191.00","10,336.00",826.87,203.64,4.32,7438
2012/11/1,97.79,39805,45744,3.14,120685,4.12,332429,3.5,11736,10.36,1.875,2.883,1229168,0.93,0.23,1115749,-3.41,-0.86,661286,-2.13,-0.54,185295,4.81,1.18,269168,-11.47,-3,113419,889563,1.08,0.27,776143,-5.08,-1.3,12896.43524,2941.014761,1394.51238,2042.744545,8230.202727,9059.86,26.682857,80.752727,369.295714,1721.319047,86.73238,1.642857,29.116818,1360000000000.00 ,86.87,0.04,"2,383.00","24,470.00",93.24,12.56,102.07,"1,206.89","10,354.00",789.02,203.63,4.33,7256
2012/12/1,98.09,47444,47417,4.69,124184,4.97,335744,3.46,12032,6.66,1.875,2.883,1229168,0.93,0.23,1115749,-3.41,-0.86,661286,-2.13,-0.54,185295,4.81,1.18,269168,-11.47,-3,113419,889563,1.08,0.27,776143,-5.08,-1.3,13144.175,3003.792,1422.2855,2124.663333,8477.674285,9814.377368,30.2485,79.781,382.246,1684.38,88.2455,1.7055,29.064285,1530000000000.00 ,92.77,0.07,"2,822.00","24,500.00",91.5,11.43,101.46,"1,168.34","10,372.00",737.44,186.89,4.27,7631
2013/1/1,98.5,60005,48606,7.74,125515,4.46,339277,2.9,12771,4.88,1.875,2.883,1225477,-1.2,-0.3,1137615,8.07,1.96,668848,4.65,1.14,183677,-3.45,-0.87,285143,25.94,5.94,87769,888654,-0.41,-0.1,800885,13.37,3.19,13615.32286,3125.913333,1480.395238,2311.0435,9383.822,10750.85474,32.590952,79.955,405.52238,1670.447619,94.828571,1.890476,29.093913,1620000000000.00 ,89.72,0.14,"2,629.00","33,964.00",89.69,10.34,98.52,"1,185.08","10,386.00",771.24,201.42,4.18,7759
2013/2/1,98.49,62283,48210,6.92,126312,5.83,341160,3.74,13599,9.79,1.875,2.883,1225477,-1.2,-0.3,1137615,8.07,1.96,668848,4.65,1.14,183677,-3.45,-0.87,285143,25.94,5.94,87769,888654,-0.41,-0.1,800885,13.37,3.19,13967.33,3169.213157,1512.311578,2383.615,9641.474666,11336.44474,33.507894,80.662,423.584736,1627.468421,95.321578,1.968421,29.6405,908000000000.00 ,84.53,0.07,"3,292.00","34,408.00",93.72,11.91,105.44,"1,204.16","10,391.00",756.21,224.93,4.16,7933
2013/3/1,98,41394,48136,8.66,126538,6.36,342288,3.86,13008,7.93,1.875,2.883,1225477,-1.2,-0.3,1137615,8.07,1.96,668848,4.65,1.14,183677,-3.45,-0.87,285143,25.94,5.94,87769,888654,-0.41,-0.1,800885,13.37,3.19,14418.258,3236.167,1550.829,2296.430476,9217.959523,12244.0285,33.576,82.6935,432.3825,1591.505,92.957,1.9465,29.749523,1520000000000.00 ,66.12,-0.3,"1,994.00","30,611.00",76.99,9.13,80.8,"1,024.52","10,372.00",588.17,162.76,4.24,7907
2013/4/1,98.08,41695,48395,9.35,126084,6.49,342726,4.08,12877,9.03,1.875,2.883,1237647,4.03,0.99,1132961,-1.63,-0.41,674268,3.28,0.81,183504,-0.38,-0.09,275214,-13.22,-3.48,104866,899797,5.11,1.25,794931,-2.94,-0.74,14675.90909,3251.351818,1570.702272,2211.796666,8901.866666,13224.06143,32.997727,82.636818,428.067272,1484.627272,92.067727,1.731363,29.830909,1350000000000.00 ,81.86,0.18,"2,276.00","40,634.00",94.27,11.21,100.08,"1,167.57","10,377.00",824,232.6,4.17,7893
2013/5/1,98.16,42166,48134,7.78,126985,7.53,343174,4.58,12845,10.37,1.875,2.883,1237647,4.03,0.99,1132961,-1.63,-0.41,674268,3.28,0.81,183504,-0.38,-0.09,275214,-13.22,-3.48,104866,899797,5.11,1.25,794931,-2.94,-0.74,15172.18045,3440.375454,1639.842727,2264.515,9146.040454,14532.40667,34.301363,83.296086,461.800454,1415.719565,94.757391,1.917272,29.793913,1680000000000.00 ,81.94,0.05,"3,234.00","28,399.00",92.27,11.62,99.26,"1,136.09","10,384.00",763.38,214.73,4.07,8272
2013/6/1,98.24,42619,49831,10.35,128309,8.56,345835,5.27,12860,9.6,1.875,2.883,1237647,4.03,0.99,1132961,-1.63,-0.41,674268,3.28,0.81,183504,-0.38,-0.09,275214,-13.22,-3.48,104866,899797,5.11,1.25,794931,-2.94,-0.74,15035.7545,3416.7415,1618.7725,2119.15,8333.204705,13106.6185,34.004,81.964,466.7435,1342.135,95.8005,2.2895,29.9375,1370000000000.00 ,84.09,0.11,"3,349.00","50,238.00",96.85,12.52,103.69,"1,172.62","10,397.00",806.12,231.58,4.06,7989
2013/7/1,98.05,43040,49767,8.73,129635,8.74,348431,5.82,12854,6.8,1.875,2.882,1247375,3.18,0.79,1136090,1.11,0.28,676660,1.43,0.35,182504,-2.16,-0.54,276958,2.56,0.63,111544,904418,2.07,0.51,792874,-1.03,-0.26,15390.20318,3559.710909,1668.675454,2013.649565,7851.350869,14317.54318,34.652727,82.966521,478.872272,1284.119565,104.555217,2.566363,29.951739,1780000000000.00 ,81.29,0.09,"2,327.00","41,909.00",93.53,13.08,97.47,"1,184.64","10,416.00",806.67,233.54,4.14,8102
2013/8/1,98.07,42241,49843,9.71,130507,8.36,349547,5.39,12760,9.16,1.875,2.882,1247375,3.18,0.79,1136090,1.11,0.28,676660,1.43,0.35,182504,-2.16,-0.54,276958,2.56,0.63,111544,904418,2.07,0.51,792874,-1.03,-0.26,15195.34773,3639.928636,1670.093636,2073.816818,8201.238181,13726.66364,37.843181,81.525,467.984545,1352.668181,106.53909,2.730909,29.957272,1460000000000.00 ,83.92,0.68,"2,607.00","26,355.00",98.68,12.82,102.02,"1,209.72","10,438.00",775.09,219.4,4.25,7932
2013/9/1,98.45,43106,49437,9,130087,7.86,349597,5.7,12825,7.75,1.875,2.882,1247375,3.18,0.79,1136090,1.11,0.28,676660,1.43,0.35,182504,-2.16,-0.54,276958,2.56,0.63,111544,904418,2.07,0.51,792874,-1.03,-0.26,15269.841,3731.262,1687.1735,2185.346842,8515.791052,14372.11684,39.785,81.260476,487.536,1348.257142,106.26,2.801,29.64,1420000000000.00 ,84.42,0.17,"3,360.00","26,764.00",96.79,12.85,102.8,"1,180.24","10,455.00",779.88,190.68,4.33,8193
2013/10/1,98.18,41952,49777,9.3,130654,8.77,351650,6.29,12833,7.24,1.875,2.882,1265929,6.08,1.49,1162310,9.56,2.31,689034,7.52,1.83,182666,0.36,0.09,290674,21.33,4.95,103721,916508,5.46,1.34,812787,10.43,2.51,15289.2913,3848.202608,1720.026521,2186.705555,8575.226111,14329.02273,40.246086,79.945217,498.58826,1316.834782,100.552608,2.600434,29.395217,1650000000000.00 ,88.82,0.06,"3,298.00","36,232.00",92.74,12.27,97.49,"1,214.42","10,437.00",767.83,216.5,4.24,8366
2013/11/1,98.29,41362,50608,10.63,131126,8.65,352345,5.99,12990,5.52,1.875,2.882,1265929,6.08,1.49,1162310,9.56,2.31,689034,7.52,1.83,182666,0.36,0.09,290674,21.33,4.95,103721,916508,5.46,1.34,812787,10.43,2.51,15870.828,3957.533,1783.541,2161.967619,8366.173333,14931.7375,42.751,80.89619,503.99,1273.614285,93.852857,2.7085,29.531904,1440000000000.00 ,91.45,0.15,"3,475.00","30,195.00",95.18,12.28,102.09,"1,229.78","10,454.00",800.18,208.97,4.24,8237
2013/12/1,98.58,46330,52590,10.91,134708,8.47,355189,5.79,13297,7.53,1.875,2.882,1265929,6.08,1.49,1162310,9.56,2.31,689034,7.52,1.83,182666,0.36,0.09,290674,21.33,4.95,103721,916508,5.46,1.34,812787,10.43,2.51,16095.77476,4075.885714,1807.775238,2163.37909,8267.70909,15655.226,43.450952,80.380952,518.109047,1225.009523,97.894285,2.893333,29.745454,1480000000000.00 ,95.18,0.24,"2,239.00","36,019.00",93.03,11.56,100.05,"1,195.47","10,475.00",774.45,199.03,4.16,8431
2014/1/1,98.91,88285,53665,10.41,137942,9.9,359810,6.05,16436,11.64,1.875,2.883,1273359,2.37,0.59,1173804,4.01,0.99,689995,0.56,0.14,190109,17.32,4.07,293821,4.4,1.08,99326,927818,5.03,1.23,828492,7.96,1.93,16243.72238,4154.361904,1822.356666,2036.280952,7735.173809,15578.28,43.383333,80.920434,533.128095,1242.860869,94.983478,2.843333,30.135652,1620000000000.00 ,98.28,0.06,"3,426.00","55,959.00",96.24,11.28,103.28,"1,243.03","10,483.00",793.72,238.88,4.08,8567
2014/2/1,98.92,41751,52341,8.57,136838,8.33,361023,5.82,14338,7.2,1.875,2.883,1273359,2.37,0.59,1173804,4.01,0.99,689995,0.56,0.14,190109,17.32,4.07,293821,4.4,1.08,99326,927818,5.03,1.23,828492,7.96,1.93,15958.44316,4199.451052,1817.034736,2091.485,7684.599375,14617.57053,42.686315,80.492,548.723684,1302.36,100.6705,2.696842,30.317,1330000000000.00 ,83.78,0.05,"3,185.00","30,159.00",92.29,11.12,100.02,"1,237.99","10,487.00",743.36,196.78,4.02,8496
2014/3/1,99.58,42710,52922,9.94,137104,8.35,362593,5.93,14004,9.45,1.875,2.883,1273359,2.37,0.59,1173804,4.01,0.99,689995,0.56,0.14,190109,17.32,4.07,293821,4.4,1.08,99326,927818,5.03,1.23,828492,7.96,1.93,16308.62762,4276.359047,1863.523333,2036.628571,7244.140952,14694.8265,44.672857,79.939047,574.762857,1336.428571,100.509047,2.717142,30.414285,1850000000000.00 ,71.28,-0.08,"2,257.00","34,561.00",82.7,9.97,84.71,"1,045.24","10,472.00",653.99,183.86,4.09,8687
2014/4/1,99.72,42361,53051,9.62,137422,8.99,363901,6.18,13939,4.24,1.875,2.883,1289186,5.07,1.24,1174421,0.21,0.05,696996,4.12,1.01,187973,-4.42,-1.12,289488,-5.77,-1.47,115082,950258,10.03,2.42,835176,3.27,0.81,16399.50238,4119.30619,1864.263333,2074.381428,7413.07,14475.33381,42.314761,79.945714,579.093333,1298.423809,102.034761,2.692857,30.2,1810000000000.00 ,88.44,0.19,"2,855.00","50,377.00",97.33,11.38,101.95,"1,186.82","10,479.00",858.19,251.89,4.03,8900
2014/5/1,99.77,44482,52288,8.63,136495,7.49,363666,5.97,13973,2.92,1.875,2.883,1289186,5.07,1.24,1174421,0.21,0.05,696996,4.12,1.01,187973,-4.42,-1.12,289488,-5.77,-1.47,115082,950258,10.03,2.42,835176,3.27,0.81,16567.25476,4135.374285,1889.767142,2029.7525,7257.635,14343.1445,42.251428,80.016363,582.27,1287.934782,101.907727,2.553333,30.130909,1690000000000.00 ,90.71,0.16,"3,176.00","42,310.00",96.54,11.68,104.8,"1,192.52","10,493.00",823.27,233.35,3.91,8936
2014/6/1,99.81,42560,53267,6.89,137164,6.9,364435,5.38,13982,6.2,1.875,2.883,1289186,5.07,1.24,1174421,0.21,0.05,696996,4.12,1.01,187973,-4.42,-1.12,289488,-5.77,-1.47,115082,950258,10.03,2.42,835176,3.27,0.81,16843.75476,4332.737619,1947.087619,2043.015,7285.767,15131.79762,44.605714,80.49,624.761428,1282.161904,105.146666,2.592857,29.994761,1840000000000.00 ,88.55,0.17,"2,702.00","29,343.00",100.65,12.59,106.07,"1,219.11","10,508.00",820.25,213.72,3.85,9229
2014/7/1,99.77,45884,53920,8.35,139118,7.32,367925,5.59,13950,4.56,1.875,2.883,1303711,4.58,1.13,1191504,5.95,1.45,705258,4.83,1.19,189644,3.6,0.89,296710,10.36,2.49,112109,971316,9.16,2.22,859206,12.02,2.88,16988.26409,4434.125909,1973.1,2086.22913,7408.942608,15379.29318,46.554545,80.596956,637.179545,1311.1,102.451304,2.530454,29.952608,2330000000000.00 ,90.23,0.14,"2,603.00","39,204.00",100.25,12.5,103.25,"1,233.73","10,516.00",824.95,243.38,3.92,9474
2014/8/1,100,44502,54115,8.57,140135,7.38,369634,5.75,14094,4.33,1.875,2.883,1303711,4.58,1.13,1191504,5.95,1.45,705258,4.83,1.19,189644,3.6,0.89,296710,10.36,2.49,112109,971316,9.16,2.22,859206,12.02,2.88,16775.15429,4464.831428,1961.531904,2218.361904,7944.757142,15358.70429,45.240952,81.919047,623.68238,1294.722727,96.07619,2.41238,29.979047,1740000000000.00 ,88.63,0.74,"2,936.00","38,427.00",104.17,13.14,108.14,"1,244.27","10,542.00",817.57,227.64,4.02,9266
