date,CPI,Salary,M1A(期底）金額,M1A年增率,M1B(期底),M1B(年增率),M2(期底),M2(年增率),準備貨幣（通貨淨額）,準備貨幣期底（年增率）,重貼現率,基準放款利率,連鎖實質值_GDP合計_金額(新台幣百萬元),連鎖實質值_GDP合計_對上季增率折成年率(saar%),連鎖實質值_GDP合計_對上季增率(saqr%),連鎖實質值_國內需求_金額(新台幣百萬元),連鎖實質值_國內需求_對上季增率折成年率(saar%),連鎖實質值_國內需求_對上季增率(saqr%),連鎖實質值_民間消費_金額(新台幣百萬元),連鎖實質值_民間消費_對上季增率折成年率(saar%),連鎖實質值_民間消費_對上季增率(saqr%),連鎖實質值_政府消費_金額(新台幣百萬元),連鎖實質值_政府消費_對上季增率折成年率(saar%),連鎖實質值_政府消費_對上季增率(saqr%),連鎖實質值_資本形成_金額(新台幣百萬元),連鎖實質值_資本形成_對上季增率折成年率(saar%),連鎖實質值_資本形成_對上季增率(saqr%),連鎖實質值_國外淨需求_金額(新台幣百萬元),連鎖實質值_商品與服務輸出_金額(新台幣百萬元),連鎖實質值_商品與服務輸出_對上季增率折成年率(saar%),連鎖實質值_商品與服務輸出_對上季增率(saqr%),連鎖實質值_商品與服務輸入_金額(新台幣百萬元),連鎖實質值_商品與服務輸入_對上季增率折成年率(saar%),連鎖實質值_商品與服務輸入_對上季增率(saqr%),道瓊工業指數(DJI),那斯達克指數(IXIC),標準普爾指數(GSPC),上證指數(SSEC),深圳成指(SZSC1),日經指數(N225), 摩台指 ,美元指數(DXM8), 費城半導體(SOX) , 黃金價格(Gold) ,WTI原油(WTIoil),十年期美債利率(TNXbond),台幣兌美元匯率(USD_TWD),台股成交量,外銷訂單指數(Index 2011=100),工業及服務業受僱員工淨進入率(%),核發建照面積(千平方公尺),半導體設備進口值(新台幣百萬元),工業生產指數(Index 2016=100),電力(企業)總用電量(十億度),製造業銷售量指數(Index 2016=100),批發、零售及餐飲業營業額(十億元),非農業部門就業人數(千人),海關出口值(十億元),機械及電機設備進口值(十億元),失業率(單位：％),台股加權指數
2014/9/1,100.02,44382,53968,9.16,139270,7.06,367182,5.03,14064,6.02,1.875,2.883,1303711,4.58,1.13,1191504,5.95,1.45,705258,4.83,1.19,189644,3.6,0.89,296710,10.36,2.49,112109,971316,9.16,2.22,859206,12.02,2.88,17098.12667,4551.585714,1993.22619,2317.070476,8069.447142,15948.4695,46.891428,84.432727,644.639047,1237.504545,93.161363,2.529047,30.124545,1510000000000.00 ,89.04,0.22,"2,424.00","28,475.00",103.99,13.31,104.15,"1,206.37","10,560.00",856.7,221.41,4.08,9229
2014/10/1,99.93,42198,54184,8.85,139166,6.52,368758,4.87,14181,6.1,1.875,2.883,1310278,2.03,0.5,1198738,2.45,0.61,709611,2.49,0.62,191462,3.89,0.96,297753,1.41,0.35,111468,971583,0.11,0.03,860114,0.42,0.11,16701.87043,4403.230434,1937.274347,2354.653888,8102.926666,15394.11045,45.209565,85.784782,600.691739,1222.930434,84.33913,2.289565,30.400434,1680000000000.00 ,101.72,-0.03,"2,856.00","33,795.00",102.47,12.74,104.52,"1,244.66","10,552.00",807.66,228.27,3.96,8819
2014/11/1,99.31,42370,54382,7.46,140234,6.95,372310,5.67,14345,3.94,1.875,2.883,1310278,2.03,0.5,1198738,2.45,0.61,709611,2.49,0.62,191462,3.89,0.96,297753,1.41,0.35,111468,971583,0.11,0.03,860114,0.42,0.11,17648.97737,4687.702631,2044.572105,2493.2605,8399.932,17179.02722,47.838421,87.8065,652.639473,1176.81,75.447,2.323157,30.7325,1420000000000.00 ,106.97,0.13,"2,628.00","27,114.00",105.4,12.67,107.94,"1,248.08","10,571.00",831.02,212.66,3.95,9016
2014/12/1,99.26,46461,55692,5.9,143101,6.23,376968,6.13,14609,4.57,1.875,2.883,1310278,2.03,0.5,1198738,2.45,0.61,709611,2.49,0.62,191462,3.89,0.96,297753,1.41,0.35,111468,971583,0.11,0.03,860114,0.42,0.11,17754.24045,4732.700909,2054.266363,2994.526086,10386.90783,17541.69429,47.579545,89.298636,686.726363,1199.160869,59.143043,2.205454,31.394782,1870000000000.00 ,105.04,0.16,"2,462.00","28,931.00",101.28,11.87,101.46,"1,205.23","10,587.00",832.8,238.35,3.89,9109
2015/1/1,98.42,51968,55705,3.8,143651,4.14,380325,5.7,14746,-2.66,1.875,2.883,1318681,2.59,0.64,1192817,-1.96,-0.49,713144,2.01,0.5,187654,-7.72,-1.99,292021,-7.48,-1.93,126675,979669,3.37,0.83,852993,-3.27,-0.83,17542.255,4673.7015,2028.1785,3293.872,11376.3465,17274.39947,52.5,93.190952,671.189,1252.182608,47.726086,1.8745,31.650909,1740000000000.00 ,109.17,0.1,"2,936.00","32,966.00",105,11.61,106.84,"1,273.63","10,599.00",813.67,228.54,3.79,9282
2015/2/1,98.31,86666,56528,8,146214,6.85,385920,6.9,16801,6.49,1.875,2.883,1318681,2.59,0.64,1192817,-1.96,-0.49,713144,2.01,0.5,187654,-7.72,-1.99,292021,-7.48,-1.93,126675,979669,3.37,0.83,852993,-3.27,-0.83,17945.41211,4854.255789,2082.195789,3186.547333,11301.58,18053.20474,56.663684,94.4915,693.656842,1225.419047,51.020952,1.971052,31.5525,930000000000.00 ,98.1,0.14,"2,989.00","27,972.00",102.46,11.49,106.51,"1,232.08","10,606.00",810.35,241.49,3.71,9506
2015/3/1,98.96,43016,56136,6.07,144922,5.7,385971,6.45,15443,3.23,1.875,2.883,1318681,2.59,0.64,1192817,-1.96,-0.49,713144,2.01,0.5,187654,-7.72,-1.99,292021,-7.48,-1.93,126675,979669,3.37,0.83,852993,-3.27,-0.83,17931.745,4938.010454,2079.990454,3483.941818,12178.42545,19197.56773,58.04,98.027727,710.617727,1177.768181,47.85409,2.041363,31.435,1970000000000.00 ,75.65,-0.34,"1,900.00","24,837.00",85.42,9.72,84.92,"1,054.86","10,606.00",633.37,176.87,3.69,9611
2015/4/1,98.82,43343,55958,5.48,145613,5.96,388279,6.7,15297,6.81,1.875,2.883,1300647,-5.36,-1.37,1218655,8.95,2.17,722285,5.23,1.28,189972,5.03,1.24,306616,21.54,5,80502,943226,-14.07,-3.72,862724,4.64,1.14,17970.51333,4985.951428,2094.862857,4186.231904,14157.17095,19767.92333,61.509047,97.720454,699.465238,1199.877272,54.378636,1.927619,30.97909,1940000000000.00 ,97.23,0.27,"1,989.00","33,240.00",104.93,11.73,107.19,"1,179.78","10,606.00",808.27,241.75,3.72,9680
2015/5/1,98.94,43845,55827,6.77,145326,6.47,388850,6.92,15125,8.06,1.875,2.883,1300647,-5.36,-1.37,1218655,8.95,2.17,722285,5.23,1.28,189972,5.03,1.24,306616,21.54,5,80502,943226,-14.07,-3.72,862724,4.64,1.14,18124.713,5029.4315,2111.9435,4467.845,15300.8165,19974.18722,62.466,95.321428,711.4,1198.913636,59.418636,2.193,30.621904,1710000000000.00 ,94.27,0.03,"1,935.00","31,087.00",99.56,11.78,103.21,"1,168.77","10,616.00",743.8,209.49,3.63,9689
2015/6/1,99.06,44581,56690,6.43,145491,6.07,387497,6.33,15092,4.17,1.875,2.883,1300647,-5.36,-1.37,1218655,8.95,2.17,722285,5.23,1.28,189972,5.03,1.24,306616,21.54,5,80502,943226,-14.07,-3.72,862724,4.64,1.14,17927.21909,5073.041818,2099.283636,4798.02,16695.55762,20403.84045,62.104545,95.292727,717.317272,1180.781818,59.828636,2.358181,30.905,1820000000000.00 ,90.06,0.14,"2,416.00","28,250.00",100.39,12.64,101.32,"1,166.97","10,627.00",797.9,212.62,3.62,9355
2015/7/1,99.01,46964,56816,5.37,146476,5.29,389499,5.86,15103,7.49,1.875,2.883,1299288,-0.42,-0.1,1204413,-4.59,-1.17,714357,-4.32,-1.1,189572,-0.84,-0.21,300628,-7.59,-1.95,94383,941762,-0.62,-0.16,847379,-6.93,-1.78,17795.01682,5082.81,2094.143636,3848.249565,12578.69957,20372.58409,65.001818,97.065652,660.213181,1129.83913,51.129565,2.315909,31.190434,1860000000000.00 ,92.71,0.07,"2,986.00","45,531.00",100.46,12.68,101.87,"1,196.69","10,631.00",719.55,228.27,3.71,8964
2015/8/1,99.04,44882,58187,7.52,148948,6.29,392125,6.08,15124,5.67,1.875,2.883,1299288,-0.42,-0.1,1204413,-4.59,-1.17,714357,-4.32,-1.1,189572,-0.84,-0.21,300628,-7.59,-1.95,94383,941762,-0.62,-0.16,847379,-6.93,-1.78,17061.59333,4934.622857,2039.86619,3594.017619,12168.2581,19919.09048,63.631904,96.425714,618.841904,1118.733333,42.889047,2.16238,32.205714,1830000000000.00 ,93.15,0.58,"2,299.00","46,409.00",101.18,13.46,103.49,"1,188.37","10,653.00",737.39,222.55,3.82,8156
2015/9/1,99.22,44759,57966,7.41,148841,6.87,392072,6.78,15238,4.55,1.75,2.883,1299288,-0.42,-0.1,1204413,-4.59,-1.17,714357,-4.32,-1.1,189572,-0.84,-0.21,300628,-7.59,-1.95,94383,941762,-0.62,-0.16,847379,-6.93,-1.78,16339.95,4748.004285,1944.40238,3127.9925,10066.6075,17944.22316,60.207619,95.868636,605.050952,1123.482608,45.443043,2.167619,32.679545,1490000000000.00 ,91.46,0.09,"2,026.00","38,553.00",96.97,12.85,97.65,"1,171.26","10,673.00",773.87,229.66,3.9,8206
2015/10/1,99.55,42888,57884,6.83,149126,7.16,393635,6.75,15269,4.44,1.75,2.857,1299661,0.11,0.03,1213158,2.94,0.73,725852,6.59,1.61,191200,3.48,0.86,296083,-5.91,-1.51,85375,942076,0.13,0.03,856701,4.47,1.1,17182.28227,4879.036818,2024.812727,3342.478823,11253.52824,18374.10571,60.834545,95.788181,645.217272,1159.85909,46.289545,2.059545,32.445,1690000000000.00 ,109.1,-0.13,"2,267.00","33,794.00",96.57,12.35,98.52,"1,188.14","10,659.00",748.65,214.09,3.89,8551
2015/11/1,99.25,42545,58701,7.94,149442,6.57,394569,5.98,15335,6.11,1.75,2.829,1299661,0.11,0.03,1213158,2.94,0.73,725852,6.59,1.61,191200,3.48,0.86,296083,-5.91,-1.51,85375,942076,0.13,0.03,856701,4.47,1.1,17724.5135,5082.508,2080.6165,3561.191428,12334.72476,19581.77053,68.8405,99.146666,663.255,1083.37619,42.907142,2.265,32.63,1680000000000.00 ,113.15,0.05,"1,919.00","36,797.00",97.97,12.65,102,"1,214.47","10,669.00",798.55,233.94,3.9,8503
2015/12/1,99.19,46736,60603,8.82,152926,6.87,398840,5.8,15654,5.79,1.625,2.829,1299661,0.11,0.03,1213158,2.94,0.73,725852,6.59,1.61,191200,3.48,0.86,296083,-5.91,-1.51,85375,942076,0.13,0.03,856701,4.47,1.1,17542.855,5040.54,2054.079545,3546.044782,12580.21565,19202.57667,71.073181,98.350909,672.1,1069.945454,37.327272,2.240454,32.84,1610000000000.00 ,109.31,0.11,"2,085.00","38,286.00",93.45,11.96,97.13,"1,177.74","10,681.00",734.2,241.05,3.91,8298
2016/1/1,99.06,75321,60727,9.01,153822,7.08,402398,5.8,16459,6.84,1.625,2.802,1309992,3.22,0.79,1218132,1.65,0.41,731735,3.28,0.81,200804,21.66,5.02,284952,-14.21,-3.76,92279,937987,-1.73,-0.43,845707,-5.04,-1.28,16305.25211,4610.71421,1918.597894,2983.3715,10300.372,17302.29737,67.866315,99.063,602.111052,1096.857142,31.595714,2.075789,33.425238,1600000000000.00 ,104.93,0.08,"2,604.00","36,498.00",97.45,12,100.16,"1,231.07","10,687.00",736.21,214.08,3.87,7871
2016/2/1,99.37,59508,59977,6.1,154369,5.58,404169,4.73,17082,3.18,1.625,2.76,1309992,3.22,0.79,1218132,1.65,0.41,731735,3.28,0.81,200804,21.66,5.02,284952,-14.21,-3.76,92279,937987,-1.73,-0.43,845707,-5.04,-1.28,16299.8985,4463.206,1904.4185,2803.190625,9837.093125,16346.961,68.6605,97.056666,597.2275,1203.172727,30.545909,1.778,33.235714,906000000000.00 ,93.6,0.05,"2,087.00","38,621.00",93.4,11.4,98.25,"1,205.96","10,688.00",734.61,233.7,3.87,8247
2016/3/1,99.65,43880,60474,7.73,153823,6.14,404123,4.7,16418,8.7,1.5,2.76,1309992,3.22,0.79,1218132,1.65,0.41,731735,3.28,0.81,200804,21.66,5.02,284952,-14.21,-3.76,92279,937987,-1.73,-0.43,845707,-5.04,-1.28,17302.14273,4754.47909,2021.95409,2908.613043,9904.517826,16897.34045,70.706818,96.267727,659.646363,1243.656521,37.960909,1.885909,32.593043,1950000000000.00 ,75.87,-0.26,873,"26,835.00",78.78,9.83,79.19,981.32,"10,675.00",590.77,177.48,3.95,8688
2016/4/1,99.85,43560,60644,8.37,154663,6.22,406068,4.58,16320,3.08,1.5,2.714,1315900,1.82,0.45,1231294,4.39,1.08,734286,1.4,0.35,194308,-12.33,-3.23,302699,27.34,6.23,82468,950511,5.45,1.34,868043,10.99,2.64,17844.36571,4892.168095,2075.535238,3005.072,10414.218,16543.4675,74.817619,94.391904,671.476666,1242.538095,41.124761,1.798571,32.345714,1330000000000.00 ,99.93,0.07,"2,202.00","32,923.00",100.25,11.69,104.4,"1,139.07","10,680.00",749.21,232.13,3.89,8568
2016/5/1,100.01,45828,60242,7.91,153644,5.72,403939,3.88,16133,4.13,1.5,2.686,1315900,1.82,0.45,1231294,4.39,1.08,734286,1.4,0.35,194308,-12.33,-3.23,302699,27.34,6.23,82468,950511,5.45,1.34,868043,10.99,2.64,17692.32,4788.235238,2065.550476,2859.86238,9929.385238,16612.67316,76.387619,94.556363,655.327142,1257.43409,47.035652,1.803333,32.563181,1390000000000.00 ,90.18,0.01,"1,253.00","30,181.00",93.95,12.03,97.19,"1,129.51","10,683.00",720.25,212.96,3.86,8235
2016/6/1,100,44998,61144,7.86,154085,5.91,405531,4.65,16151,4.6,1.5,2.686,1315900,1.82,0.45,1231294,4.39,1.08,734286,1.4,0.35,194308,-12.33,-3.23,302699,27.34,6.23,82468,950511,5.45,1.34,868043,10.99,2.64,17754.86773,4856.232727,2083.891363,2899.1875,10246.584,16068.81091,75.792727,94.712727,694.920454,1276.745454,48.853181,1.640909,32.317826,1390000000000.00 ,91.63,0.07,"1,747.00","53,272.00",100.46,13.03,101.78,"1,150.37","10,688.00",763.61,248.36,3.84,8595
2016/7/1,100.08,46919,60488,6.46,155741,6.32,407836,4.71,16218,4.01,1.375,2.681,1328695,3.95,0.97,1238476,2.35,0.58,734662,0.2,0.05,195860,3.23,0.8,308072,7.29,1.78,87221,974395,10.44,2.51,887174,9.11,2.2,18341.1825,5023.989,2148.902,3016.883809,10663.2,16168.3195,81.3175,96.559523,726.6155,1338.25909,45.165909,1.5,32.110952,1570000000000.00 ,96.45,0.08,"1,961.00","47,092.00",102.05,12.94,101.96,"1,178.04","10,694.00",743.41,240.41,3.92,8900
2016/8/1,99.98,45713,61768,6.15,158611,6.49,408768,4.24,16188,5.97,1.375,2.639,1328695,3.95,0.97,1238476,2.35,0.58,734662,0.2,0.05,195860,3.23,0.8,308072,7.29,1.78,87221,974395,10.44,2.51,887174,9.11,2.2,18495.18739,5217.03826,2177.482173,3050.022608,10611.47913,16586.07045,87.173913,95.344782,784.505652,1337.956521,44.79913,1.555652,31.555652,1710000000000.00 ,94.54,0.48,"2,164.00","56,302.00",102.06,13.43,101.2,"1,186.58","10,716.00",776,257.41,4.02,9094
2016/9/1,100.15,45205,60946,5.14,157644,5.91,407685,3.98,16292,3.95,1.375,2.639,1328695,3.95,0.97,1238476,2.35,0.58,734662,0.2,0.05,195860,3.23,0.8,308072,7.29,1.78,87221,974395,10.44,2.51,887174,9.11,2.2,18267.40286,5254.154285,2157.690952,3036.4655,10606.1865,16737.0415,86.150952,95.447272,802.018095,1325.423913,45.170434,1.63,31.463181,1350000000000.00 ,101.99,0.1,"1,961.00","54,349.00",105.48,13.62,105.38,"1,198.74","10,732.00",780.01,263.98,4.08,9131
2016/10/1,100.58,43069,61799,6.76,158862,6.53,408709,3.83,16358,4.46,1.375,2.631,1337290,2.61,0.65,1248810,3.38,0.83,741629,3.85,0.95,195666,-0.4,-0.1,311699,4.79,1.18,80483,1017391,18.85,4.41,936908,24.38,5.61,18184.54667,5255.989523,2143.020952,3085.989375,10770.9625,17044.5105,82.268571,97.701904,821.58,1263.671428,49.94,1.75619,31.574285,1270000000000.00 ,115.04,-0.06,"2,146.00","49,447.00",104.38,12.67,98.41,"1,192.63","10,719.00",712.91,257,3.99,9274
2016/11/1,100.65,43876,61853,5.37,158351,5.96,409443,3.77,16391,4.19,1.375,2.631,1337290,2.61,0.65,1248810,3.38,0.83,741629,3.85,0.95,195666,-0.4,-0.1,311699,4.79,1.18,80483,1017391,18.85,4.41,936908,24.38,5.61,18697.32667,5260.565238,2164.985714,3195.515454,10883.53909,17689.54,79.744761,99.799545,849.263333,1233.102272,45.865,2.1385,31.761818,1610000000000.00 ,114.01,0.1,"1,433.00","65,389.00",104.71,13.16,101.75,"1,221.37","10,735.00",840.86,292.94,3.95,9098
2016/12/1,100.61,47728,63420,4.65,161777,5.79,413018,3.55,16804,5.15,1.375,2.631,1337290,2.61,0.65,1248810,3.38,0.83,741629,3.85,0.95,195666,-0.4,-0.1,311699,4.79,1.18,80483,1017391,18.85,4.41,936908,24.38,5.61,19712.42381,5413.116666,2246.629047,3155.841363,10446.26955,19066.02762,79.701428,102.005238,898.111428,1149.95,52.212272,2.487619,32.02409,1320000000000.00 ,116.49,0.18,"1,509.00","50,358.00",107.29,12.47,104.94,"1,236.08","10,750.00",801.18,269.08,3.87,9245
2017/1/1,100.29,93144,62834,3.47,163240,6.12,416641,3.54,19929,8.84,1.375,2.631,1343734,1.94,0.48,1240708,-2.57,-0.65,744616,1.62,0.4,187477,-15.72,-4.19,308949,-3.48,-0.88,99691,1010009,-2.87,-0.73,910317,-10.88,-2.84,19908.1525,5561.4235,2275.116,3136.324444,10070.47222,19194.05632,81.991,101.115714,927.714,1192.219565,52.659565,2.426,31.691363,1070000000000.00 ,109.04,0.12,"2,035.00","58,365.00",107.2,12.44,105.54,"1,261.63","10,758.00",820.74,276.38,3.79,9352
2017/2/1,100.82,45720,61357,2.3,161590,4.68,418120,3.45,17852,4.37,1.375,2.631,1343734,1.94,0.48,1240708,-2.57,-0.65,744616,1.62,0.4,187477,-15.72,-4.19,308949,-3.48,-0.88,99691,1010009,-2.87,-0.73,910317,-10.88,-2.84,20424.14421,5764.702105,2329.910526,3211.459444,10255.75778,19188.733,92.847368,100.6835,970.878947,1234.847619,53.501904,2.418947,30.876,1740000000000.00 ,94.03,0.06,"2,142.00","52,381.00",99.26,11.52,97.23,"1,224.80","10,764.00",757.13,249.02,3.78,9674
2017/3/1,100.65,44144,61901,2.36,160598,4.4,418651,3.59,17522,1.75,1.375,2.631,1343734,1.94,0.48,1240708,-2.57,-0.65,744616,1.62,0.4,187477,-15.72,-4.19,308949,-3.48,-0.88,99691,1010009,-2.87,-0.73,910317,-10.88,-2.84,20823.05783,5864.964347,2366.822173,3240.68826,10510.76043,19340.17727,96.232608,100.656086,995.202173,1230.37826,49.673913,2.479565,30.63,2000000000000.00 ,87.05,-0.09,"1,205.00","42,618.00",92.09,10.73,89.06,"1,037.54","10,751.00",702.8,224.83,3.85,9796
2017/4/1,100.69,44359,61758,1.84,160368,3.69,420245,3.49,17394,6.92,1.375,2.63,1352804,2.73,0.68,1254347,4.47,1.1,750044,2.95,0.73,197216,22.45,5.19,307068,-2.41,-0.61,94709,1010025,0.01,0,915316,2.21,0.55,20684.69368,5912.169473,2359.309473,3213.265,10432.39167,18736.3905,98.120526,99.942105,993.722631,1269.7025,51.117368,2.292631,30.383,1480000000000.00 ,106.38,0.21,"1,899.00","46,911.00",108.82,12.23,107.95,"1,195.30","10,756.00",792.48,259.98,3.78,9801
2017/5/1,100.76,48848,61617,2.28,160568,4.51,419346,3.81,17335,5.97,1.375,2.63,1352804,2.73,0.68,1254347,4.47,1.1,750044,2.95,0.73,197216,22.45,5.19,307068,-2.41,-0.61,94709,1010025,0.01,0,915316,2.21,0.55,20936.81136,6124.878181,2395.345909,3094.579,9929.0585,19726.7565,99.223636,98.130434,1047.207272,1245.737916,48.6575,2.304545,30.135217,1690000000000.00 ,92.5,0.11,"1,813.00","51,271.00",94.85,12.2,95.37,"1,149.98","10,769.00",738.98,242.43,3.67,9994
2017/6/1,100.84,44746,62965,2.98,161592,4.87,420009,3.57,17308,5.97,1.375,2.63,1352804,2.73,0.68,1254347,4.47,1.1,750044,2.95,0.73,197216,22.45,5.19,307068,-2.41,-0.61,94709,1010025,0.01,0,915316,2.21,0.55,21317.79545,6224.285909,2433.985454,3145.781363,10215.70591,20045.62773,104.26409,96.795909,1083.872727,1260.05909,45.195909,2.185454,30.274545,2120000000000.00 ,96.03,0.12,"1,580.00","43,262.00",103.78,13.06,101.97,"1,187.77","10,776.00",769.31,258.9,3.66,10259
2017/7/1,101,48333,62998,4.15,163256,4.83,421147,3.26,17359,5.1,1.375,2.631,1366130,4,0.99,1233871,-6.37,-1.63,755973,3.2,0.79,198234,2.08,0.52,278695,-32.15,-9.24,129518,1073084,27.41,6.24,943565,12.93,3.09,21581.251,6294.674,2454.1025,3222.185238,10409.38143,20044.862,106.685,94.711904,1086.0335,1235.559523,46.696666,2.313,30.40619,1970000000000.00 ,105.54,0.19,"1,813.00","32,485.00",107.42,13.2,105.53,"1,217.63","10,783.00",777.74,237.33,3.74,10426
2017/8/1,101.04,46368,63903,3.46,166075,4.71,424076,3.74,17400,5.25,1.375,2.631,1366130,4,0.99,1233871,-6.37,-1.63,755973,3.2,0.79,198234,2.08,0.52,278695,-32.15,-9.24,129518,1073084,27.41,6.24,943565,12.93,3.09,21914.07696,6311.397391,2456.223043,3287.491739,10581.82217,19670.16909,111.188695,93.08,1085.060869,1283.795652,48.057826,2.20826,30.250434,2510000000000.00 ,101.09,0.62,"2,370.00","27,883.00",104.38,13.73,102.42,"1,217.44","10,804.00",823.94,263.26,3.84,10436
2017/9/1,101.18,45814,62855,3.13,164810,4.55,422274,3.58,17509,8.27,1.375,2.631,1366130,4,0.99,1233871,-6.37,-1.63,755973,3.2,0.79,198234,2.08,0.52,278695,-32.15,-9.24,129518,1073084,27.41,6.24,943565,12.93,3.09,22173.414,6428.079,2492.841,3363.203809,11035.75333,19924.3985,114.947,92.243333,1133.4535,1316.277272,49.648636,2.2025,30.134761,2570000000000.00 ,105.69,0.14,"2,189.00","27,889.00",111.48,13.98,109.34,"1,264.34","10,820.00",840.25,264.77,3.89,10501
2017/10/1,101.53,44517,63743,3.15,165887,4.42,424199,3.79,17590,6.19,1.375,2.632,1382382,4.84,1.19,1254390,6.82,1.66,761689,3.06,0.76,194687,-6.97,-1.79,297702,30.2,6.82,124979,1076820,1.4,0.35,951840,3.55,0.88,23036.23727,6603.011363,2556.997272,3386.9,11325.82882,21267.49048,120.756363,93.568636,1221.093181,1279.25,51.594545,2.358636,30.265454,2210000000000.00 ,117.83,-0.03,"2,309.00","38,685.00",109.73,13.61,105.08,"1,263.09","10,808.00",869.47,270.94,3.77,10684
2017/11/1,102.11,45133,64033,3.52,165523,4.53,425867,4.01,17650,7.67,1.375,2.632,1382382,4.84,1.19,1254390,6.82,1.66,761689,3.06,0.76,194687,-6.97,-1.79,297702,30.2,6.82,124979,1076820,1.4,0.35,951840,3.55,0.88,23557.92952,6796.045238,2593.605714,3388.215,11360.55045,22525.81381,126.434285,93.877727,1306.794761,1281.18909,56.740909,2.354761,30.088181,2820000000000.00 ,119.25,0.12,"2,181.00","47,290.00",107.51,13.55,103.39,"1,266.19","10,825.00",832.34,286.78,3.75,10743
2017/12/1,102.28,49083,65244,2.88,167414,3.48,427702,3.56,17913,4.03,1.375,2.632,1382382,4.84,1.19,1254390,6.82,1.66,761689,3.06,0.76,194687,-6.97,-1.79,297702,30.2,6.82,124979,1076820,1.4,0.35,951840,3.55,0.88,24545.384,6889.7405,2664.3405,3293.65,11008.21952,22769.89095,127.563,93.202,1252.4795,1266.157142,57.977619,2.404,29.964285,2270000000000.00 ,124.16,0.21,"2,303.00","34,168.00",109.02,12.8,105.42,"1,286.67","10,840.00",869.41,283.86,3.71,10501
2018/1/1,102.07,59093,66294,5.51,168517,3.23,430024,3.21,18197,-1.47,1.375,2.631,1385106,0.79,0.2,1269208,4.81,1.18,765540,2.04,0.51,199652,10.6,2.55,303728,8.34,2.02,110503,1077255,0.16,0.04,966752,6.42,1.57,25804.01762,7279.498095,2789.803809,3457.016363,11387.61864,23712.21,135.730952,90.530454,1343.777619,1330.883333,63.587083,2.583333,29.424782,2970000000000.00 ,122.76,0.12,"2,502.00","43,862.00",111.67,12.51,104.98,"1,306.92","10,847.00",884.84,262.33,3.66,11005
2018/2/1,102.25,86832,66436,8.28,170563,5.55,433344,3.64,19913,7.22,1.375,2.631,1385106,0.79,0.2,1269208,4.81,1.18,765540,2.04,0.51,199652,10.6,2.55,303728,8.34,2.02,110503,1077255,0.16,0.04,966752,6.42,1.57,24981.54526,7161.772631,2705.155263,3296.35,10570.928,21991.68211,141.80421,89.591,1312.659473,1331.87619,62.170952,2.86,29.244,1730000000000.00 ,108.11,0.12,"2,660.00","42,259.00",108.58,12.36,108.87,"1,287.54","10,851.00",812.47,288.87,3.63,10718
2018/3/1,102.33,46132,65885,6.44,169103,5.3,433114,3.45,18921,4.99,1.375,2.631,1385106,0.79,0.2,1269208,4.81,1.18,765540,2.04,0.51,199652,10.6,2.55,303728,8.34,2.02,110503,1077255,0.16,0.04,966752,6.42,1.57,24582.17048,7311.506666,2702.773809,3247.753636,10943.79545,21395.50762,152.26619,89.719047,1385.017142,1324.238095,62.771904,2.844285,29.19909,2720000000000.00 ,81.28,-0.32,"1,698.00","31,882.00",87.73,10.43,85.68,"1,063.90","10,838.00",653.43,217.29,3.7,10904